,SubjID,Opt1Item1,Opt1Item2,Opt2Item1,Opt2Item2,OnsetTime,Run,ReactionTime,Button,Choice,Opt1Code,Opt1Type,Opt2Code,Opt2Type,Consistent,Opt1Item1Value,Opt1Item2Value,Opt2Item1Value,Opt2Item2Value,Opt1Item1Rank,Opt1Item2Rank,Opt2Item1Rank,Opt2Item2Rank,Opt1Value,Opt2Value,ValueDiff,Opt1Rank,Opt2Rank
10374,3319,7,7,19,0,0.0,0,0.96802,0,1,48.0,2.0,55,1.0,1,-2.23652429052,-2.23652429052,-25.3575672643,,17.0,17.0,2.0,,-0.614638088458,-25.3575672643,24.7429291758,20.0,2.0
10375,3319,12,15,12,0,0.0,0,1.4592,0,2,35.0,3.0,39,1.0,0,0.757570670608,-4.34378073344,0.757570670608,,22.0,9.0,22.0,,1.45597963571,0.757570670608,0.698408965102,24.0,22.0
10376,3319,12,0,10,0,0.0,0,2.1051,0,1,39.0,1.0,44,1.0,1,0.757570670608,,-3.66927604609,,22.0,,11.0,,0.757570670608,-3.66927604609,4.4268467167,22.0,11.0
10377,3319,10,0,19,5,0.0,0,2.2197,0,1,44.0,1.0,51,3.0,1,-3.66927604609,,-25.3575672643,-15.6041780119,11.0,,2.0,3.0,-3.66927604609,-5.95871962275,2.28944357666,11.0,4.0
10378,3319,23,23,13,0,0.0,0,2.6857,0,2,23.0,2.0,27,1.0,0,-5.91631527629,-5.91631527629,0.993298753693,,5.0,5.0,23.0,,-5.60417527961,0.993298753693,-6.5974740333,6.0,23.0
10379,3319,22,26,23,0,0.0,0,2.0207,0,1,16.0,3.0,24,1.0,1,-4.45782496043,-1.14625241962,-5.91631527629,,8.0,19.0,5.0,,1.60336003256,-5.91631527629,7.51967530885,25.0,5.0
10380,3319,11,11,24,0,0.0,0,1.1032,0,1,40.0,2.0,46,1.0,1,3.05992084852,3.05992084852,-3.31589969241,,28.0,28.0,12.0,,19.6959799527,-3.31589969241,23.0118796451,38.0,12.0
10381,3319,10,0,19,5,0.0,0,2.1733,0,1,44.0,1.0,51,3.0,1,-3.66927604609,,-25.3575672643,-15.6041780119,11.0,,2.0,3.0,-3.66927604609,-5.95871962275,2.28944357666,11.0,4.0
10382,3319,11,11,24,0,0.0,0,0.97774,0,1,40.0,2.0,46,1.0,1,3.05992084852,3.05992084852,-3.31589969241,,28.0,28.0,12.0,,19.6959799527,-3.31589969241,23.0118796451,38.0,12.0
10383,3319,24,24,12,15,0.0,0,2.1585,0,2,26.0,2.0,35,3.0,0,-3.31589969241,-3.31589969241,0.757570670608,-4.34378073344,12.0,12.0,22.0,9.0,-3.11250054583,1.45597963571,-4.56848018154,14.0,24.0
10384,3319,3,0,26,26,0.0,0,1.0847,0,1,4.0,1.0,12,2.0,1,6.24678516617,,-1.14625241962,-1.14625241962,35.0,,19.0,19.0,6.24678516617,1.64956549776,4.59721966841,35.0,26.0
10385,3319,12,0,10,0,0.0,0,1.171,0,1,39.0,1.0,44,1.0,1,0.757570670608,,-3.66927604609,,22.0,,11.0,,0.757570670608,-3.66927604609,4.4268467167,22.0,11.0
10386,3319,7,7,17,17,0.0,0,1.253,0,1,48.0,2.0,56,2.0,1,-2.23652429052,-2.23652429052,-28.9760292049,-28.9760292049,17.0,17.0,1.0,1.0,-0.614638088458,-5.03489927706,4.4202611886,20.0,7.0
10387,3319,26,5,12,13,0.0,0,1.676,0,2,14.0,3.0,19,3.0,0,-1.14625241962,-15.6041780119,0.757570670608,0.993298753693,19.0,3.0,22.0,23.0,-0.239684943713,5.20321537245,-5.44290031616,21.0,33.0
10388,3319,20,0,16,0,0.0,0,1.6673,0,1,3.0,1.0,7,1.0,1,6.21888218889,,-2.66026215916,,34.0,,15.0,,6.21888218889,-2.66026215916,8.87914434805,34.0,15.0
10389,3319,20,0,16,0,0.0,0,1.2482,0,1,3.0,1.0,7,1.0,1,6.21888218889,,-2.66026215916,,34.0,,15.0,,6.21888218889,-2.66026215916,8.87914434805,34.0,15.0
10390,3319,23,0,6,6,0.0,0,3.6598,0,2,24.0,1.0,31,2.0,0,-5.91631527629,,-3.82268606953,-3.82268606953,5.0,,10.0,10.0,-5.91631527629,-3.2237012005,-2.69261407579,5.0,13.0
10391,3319,11,10,12,13,0.0,0,1.6714,0,2,15.0,3.0,19,3.0,0,3.05992084852,-3.66927604609,0.757570670608,0.993298753693,28.0,11.0,22.0,23.0,4.58298979414,5.20321537245,-0.62022557831,31.0,33.0
10392,3319,10,0,19,0,0.0,0,2.0737,0,1,44.0,1.0,55,1.0,1,-3.66927604609,,-25.3575672643,,11.0,,2.0,,-3.66927604609,-25.3575672643,21.6882912182,11.0,2.0
10393,3319,12,15,12,0,0.0,0,1.0351,0,1,35.0,3.0,39,1.0,1,0.757570670608,-4.34378073344,0.757570670608,,22.0,9.0,22.0,,1.45597963571,0.757570670608,0.698408965102,24.0,22.0
10394,3319,10,10,7,7,0.0,0,1.3851,0,1,43.0,2.0,48,2.0,1,-3.66927604609,-3.66927604609,-2.23652429052,-2.23652429052,11.0,11.0,17.0,17.0,-2.37621319399,-0.614638088458,-1.76157510553,16.0,20.0
10395,3319,5,25,22,26,0.0,0,2.0846,0,1,10.0,3.0,16,3.0,1,-15.6041780119,2.11298395592,-4.45782496043,-1.14625241962,3.0,27.0,8.0,19.0,4.45620962527,1.60336003256,2.85284959271,30.0,25.0
10396,3319,12,0,10,10,0.0,0,1.4336,0,1,39.0,1.0,43,2.0,1,0.757570670608,,-3.66927604609,-3.66927604609,22.0,,11.0,11.0,0.757570670608,-2.37621319399,3.1337838646,22.0,16.0
10397,3319,11,0,7,7,0.0,0,2.4819,0,1,41.0,1.0,48,2.0,1,3.05992084852,,-2.23652429052,-2.23652429052,28.0,,17.0,17.0,3.05992084852,-0.614638088458,3.67455893698,28.0,20.0
10398,3319,10,10,7,0,0.0,0,1.648,0,2,43.0,2.0,49,1.0,0,-3.66927604609,-3.66927604609,-2.23652429052,,11.0,11.0,17.0,,-2.37621319399,-2.23652429052,-0.13968890347,16.0,17.0
10399,3319,13,13,23,0,0.0,0,0.95676,0,1,18.0,2.0,24,1.0,1,0.993298753693,0.993298753693,-5.91631527629,,23.0,23.0,5.0,,4.65926720927,-5.91631527629,10.5755824856,32.0,5.0
10400,3319,3,0,5,25,0.0,0,1.7739,0,1,4.0,1.0,10,3.0,1,6.24678516617,,-15.6041780119,2.11298395592,35.0,,3.0,27.0,6.24678516617,4.45620962527,1.7905755409,35.0,30.0
10401,3319,24,24,6,0,0.0,0,1.1077,0,2,26.0,2.0,33,1.0,0,-3.31589969241,-3.31589969241,-3.82268606953,,12.0,12.0,10.0,,-3.11250054583,-3.82268606953,0.7101855237,14.0,10.0
10402,3319,10,10,7,0,0.0,0,1.2607,0,1,43.0,2.0,49,1.0,1,-3.66927604609,-3.66927604609,-2.23652429052,,11.0,11.0,17.0,,-2.37621319399,-2.23652429052,-0.13968890347,16.0,17.0
10403,3319,26,5,12,13,0.0,0,2.6621,0,2,14.0,3.0,19,3.0,0,-1.14625241962,-15.6041780119,0.757570670608,0.993298753693,19.0,3.0,22.0,23.0,-0.239684943713,5.20321537245,-5.44290031616,21.0,33.0
10404,3319,25,25,16,0,0.0,0,1.2668,0,1,2.0,2.0,7,1.0,1,2.11298395592,2.11298395592,-2.66026215916,,27.0,27.0,15.0,,8.24880100378,-2.66026215916,10.9090631629,37.0,15.0
10405,3319,11,0,7,0,0.0,0,0.99656,0,1,41.0,1.0,49,1.0,1,3.05992084852,,-2.23652429052,,28.0,,17.0,,3.05992084852,-2.23652429052,5.29644513904,28.0,17.0
10406,3319,22,26,12,13,0.0,0,5.4815,0,2,16.0,3.0,19,3.0,0,-4.45782496043,-1.14625241962,0.757570670608,0.993298753693,8.0,19.0,22.0,23.0,1.60336003256,5.20321537245,-3.59985533989,25.0,33.0
10407,3319,3,0,5,25,0.0,0,5.6266,0,1,4.0,1.0,10,3.0,1,6.24678516617,,-15.6041780119,2.11298395592,35.0,,3.0,27.0,6.24678516617,4.45620962527,1.7905755409,35.0,30.0
10408,3319,1,0,16,0,0.0,0,1.2033,0,1,1.0,1.0,7,1.0,1,31.9420329,,-2.66026215916,,39.0,,15.0,,31.9420329,-2.66026215916,34.6022950592,39.0,15.0
10409,3319,11,11,7,7,0.0,0,1.1883,0,1,40.0,2.0,48,2.0,1,3.05992084852,3.05992084852,-2.23652429052,-2.23652429052,28.0,28.0,17.0,17.0,19.6959799527,-0.614638088458,20.3106180412,38.0,20.0
10410,3319,15,0,11,0,0.0,0,1.7001,0,2,37.0,1.0,41,1.0,0,-4.34378073344,,3.05992084852,,9.0,,28.0,,-4.34378073344,3.05992084852,-7.40370158196,9.0,28.0
10411,3319,12,13,13,0,0.0,0,1.2057,0,1,19.0,3.0,27,1.0,1,0.757570670608,0.993298753693,0.993298753693,,22.0,23.0,23.0,,5.20321537245,0.993298753693,4.20991661876,33.0,23.0
10412,3319,11,0,24,0,0.0,0,0.87943,0,1,41.0,1.0,46,1.0,1,3.05992084852,,-3.31589969241,,28.0,,12.0,,3.05992084852,-3.31589969241,6.37582054093,28.0,12.0
10413,3319,12,0,10,0,0.0,0,0.91906,0,1,39.0,1.0,44,1.0,1,0.757570670608,,-3.66927604609,,22.0,,11.0,,0.757570670608,-3.66927604609,4.4268467167,22.0,11.0
10414,3319,16,0,26,0,0.0,0,1.0886,0,2,7.0,1.0,13,1.0,0,-2.66026215916,,-1.14625241962,,15.0,,19.0,,-2.66026215916,-1.14625241962,-1.51400973954,15.0,19.0
10415,3319,22,0,10,0,0.0,0,1.6015,0,2,38.0,1.0,44,1.0,0,-4.45782496043,,-3.66927604609,,8.0,,11.0,,-4.45782496043,-3.66927604609,-0.78854891434,8.0,11.0
10416,3319,15,0,11,0,0.0,0,2.4596,0,2,37.0,1.0,41,1.0,0,-4.34378073344,,3.05992084852,,9.0,,28.0,,-4.34378073344,3.05992084852,-7.40370158196,9.0,28.0
10417,3319,20,0,5,25,0.0,0,1.6794,0,2,3.0,1.0,10,3.0,0,6.21888218889,,-15.6041780119,2.11298395592,34.0,,3.0,27.0,6.21888218889,4.45620962527,1.76267256362,34.0,30.0
10418,3319,16,0,26,26,0.0,0,1.1968,0,2,7.0,1.0,12,2.0,0,-2.66026215916,,-1.14625241962,-1.14625241962,15.0,,19.0,19.0,-2.66026215916,1.64956549776,-4.30982765692,15.0,26.0
10419,3319,23,0,6,6,0.0,0,1.7798,0,2,24.0,1.0,31,2.0,0,-5.91631527629,,-3.82268606953,-3.82268606953,5.0,,10.0,10.0,-5.91631527629,-3.2237012005,-2.69261407579,5.0,13.0
10420,3319,26,0,23,10,0.0,0,0.99345,0,1,13.0,1.0,17,3.0,1,-1.14625241962,,-5.91631527629,-3.66927604609,19.0,,5.0,11.0,-1.14625241962,-1.4931000228,0.34684760318,19.0,18.0
10421,3319,11,13,11,10,0.0,0,1.9741,0,1,8.0,3.0,15,3.0,1,3.05992084852,0.993298753693,3.05992084852,-3.66927604609,28.0,23.0,28.0,11.0,6.84789848091,4.58298979414,2.26490868677,36.0,31.0
10422,3319,26,5,13,13,0.0,0,4.4281,0,2,14.0,3.0,18,2.0,0,-1.14625241962,-15.6041780119,0.993298753693,0.993298753693,19.0,3.0,23.0,23.0,-0.239684943713,4.65926720927,-4.89895215298,21.0,32.0
10423,3319,25,0,26,26,0.0,0,0.93513,0,2,6.0,1.0,12,2.0,0,2.11298395592,,-1.14625241962,-1.14625241962,27.0,,19.0,19.0,2.11298395592,1.64956549776,0.46341845816,27.0,26.0
10424,3319,24,0,17,17,0.0,0,2.2458,0,2,46.0,1.0,56,2.0,0,-3.31589969241,,-28.9760292049,-28.9760292049,12.0,,1.0,1.0,-3.31589969241,-5.03489927706,1.71899958465,12.0,7.0
10425,3319,7,7,17,0,0.0,0,1.3316,0,1,48.0,2.0,58,1.0,1,-2.23652429052,-2.23652429052,-28.9760292049,,17.0,17.0,1.0,,-0.614638088458,-28.9760292049,28.3613911164,20.0,1.0
10426,3319,24,11,6,0,0.0,0,3.0187,0,1,25.0,3.0,33,1.0,1,-3.31589969241,3.05992084852,-3.82268606953,,12.0,28.0,10.0,,3.82530920309,-3.82268606953,7.64799527262,29.0,10.0
10427,3319,24,24,12,15,0.0,0,2.3417,0,2,26.0,2.0,35,3.0,0,-3.31589969241,-3.31589969241,0.757570670608,-4.34378073344,12.0,12.0,22.0,9.0,-3.11250054583,1.45597963571,-4.56848018154,14.0,24.0
10428,3319,12,13,24,24,0.0,0,1.2736,0,1,19.0,3.0,26,2.0,1,0.757570670608,0.993298753693,-3.31589969241,-3.31589969241,22.0,23.0,12.0,12.0,5.20321537245,-3.11250054583,8.31571591828,33.0,14.0
10429,3319,6,0,22,0,0.0,0,2.5866,0,1,33.0,1.0,38,1.0,1,-3.82268606953,,-4.45782496043,,10.0,,8.0,,-3.82268606953,-4.45782496043,0.6351388909,10.0,8.0
10430,3319,23,10,24,11,0.0,0,5.7197,0,2,17.0,3.0,25,3.0,0,-5.91631527629,-3.66927604609,-3.31589969241,3.05992084852,5.0,11.0,12.0,28.0,-1.4931000228,3.82530920309,-5.31840922589,18.0,29.0
10431,3319,23,23,6,6,0.0,0,1.4718,0,2,23.0,2.0,31,2.0,0,-5.91631527629,-5.91631527629,-3.82268606953,-3.82268606953,5.0,5.0,10.0,10.0,-5.60417527961,-3.2237012005,-2.38047407911,6.0,13.0
10432,3319,23,10,23,23,0.0,0,1.2836,0,1,17.0,3.0,23,2.0,1,-5.91631527629,-3.66927604609,-5.91631527629,-5.91631527629,5.0,11.0,5.0,5.0,-1.4931000228,-5.60417527961,4.11107525681,18.0,6.0
10433,3319,26,26,11,10,0.0,0,2.6085,0,2,12.0,2.0,15,3.0,0,-1.14625241962,-1.14625241962,3.05992084852,-3.66927604609,19.0,19.0,28.0,11.0,1.64956549776,4.58298979414,-2.93342429638,26.0,31.0
10434,3319,11,0,7,7,0.0,0,0.97269,0,2,41.0,1.0,48,2.0,0,3.05992084852,,-2.23652429052,-2.23652429052,28.0,,17.0,17.0,3.05992084852,-0.614638088458,3.67455893698,28.0,20.0
10435,3319,24,24,12,15,0.0,0,2.2038,0,2,26.0,2.0,35,3.0,0,-3.31589969241,-3.31589969241,0.757570670608,-4.34378073344,12.0,12.0,22.0,9.0,-3.11250054583,1.45597963571,-4.56848018154,14.0,24.0
10436,3319,23,0,13,0,0.0,0,1.0548,0,2,24.0,1.0,27,1.0,0,-5.91631527629,,0.993298753693,,5.0,,23.0,,-5.91631527629,0.993298753693,-6.90961402998,5.0,23.0
10437,3319,12,15,12,0,0.0,0,0.99989,0,1,35.0,3.0,39,1.0,1,0.757570670608,-4.34378073344,0.757570670608,,22.0,9.0,22.0,,1.45597963571,0.757570670608,0.698408965102,24.0,22.0
10438,3319,25,25,16,0,0.0,0,1.6721,0,1,2.0,2.0,7,1.0,1,2.11298395592,2.11298395592,-2.66026215916,,27.0,27.0,15.0,,8.24880100378,-2.66026215916,10.9090631629,37.0,15.0
10439,3319,12,0,24,0,0.0,0,1.0004,0,1,39.0,1.0,46,1.0,1,0.757570670608,,-3.31589969241,,22.0,,12.0,,0.757570670608,-3.31589969241,4.07347036302,22.0,12.0
10440,3319,11,0,7,7,0.0,0,0.93067,0,1,41.0,1.0,48,2.0,1,3.05992084852,,-2.23652429052,-2.23652429052,28.0,,17.0,17.0,3.05992084852,-0.614638088458,3.67455893698,28.0,20.0
10441,3319,3,0,11,13,0.0,0,1.6907,0,2,4.0,1.0,8,3.0,0,6.24678516617,,3.05992084852,0.993298753693,35.0,,28.0,23.0,6.24678516617,6.84789848091,-0.60111331474,35.0,36.0
10442,3319,22,26,12,13,0.0,0,1.0298,0,2,16.0,3.0,19,3.0,0,-4.45782496043,-1.14625241962,0.757570670608,0.993298753693,8.0,19.0,22.0,23.0,1.60336003256,5.20321537245,-3.59985533989,25.0,33.0
10443,3319,13,13,23,0,0.0,0,0.71207,0,1,18.0,2.0,24,1.0,1,0.993298753693,0.993298753693,-5.91631527629,,23.0,23.0,5.0,,4.65926720927,-5.91631527629,10.5755824856,32.0,5.0
10444,3319,20,0,5,25,0.0,0,1.1063,0,2,3.0,1.0,10,3.0,0,6.21888218889,,-15.6041780119,2.11298395592,34.0,,3.0,27.0,6.21888218889,4.45620962527,1.76267256362,34.0,30.0
10445,3319,24,24,6,0,0.0,0,2.4128,0,2,26.0,2.0,33,1.0,0,-3.31589969241,-3.31589969241,-3.82268606953,,12.0,12.0,10.0,,-3.11250054583,-3.82268606953,0.7101855237,14.0,10.0
10446,3319,12,0,24,0,0.0,0,0.72569,0,1,39.0,1.0,46,1.0,1,0.757570670608,,-3.31589969241,,22.0,,12.0,,0.757570670608,-3.31589969241,4.07347036302,22.0,12.0
10447,3319,6,6,15,0,0.0,0,1.3421,0,1,31.0,2.0,37,1.0,1,-3.82268606953,-3.82268606953,-4.34378073344,,10.0,10.0,9.0,,-3.2237012005,-4.34378073344,1.12007953294,13.0,9.0
10448,3319,3,0,11,13,0.0,0,1.8522,0,2,4.0,1.0,8,3.0,0,6.24678516617,,3.05992084852,0.993298753693,35.0,,28.0,23.0,6.24678516617,6.84789848091,-0.60111331474,35.0,36.0
10449,3319,24,11,6,6,0.0,0,2.6535,0,1,25.0,3.0,31,2.0,1,-3.31589969241,3.05992084852,-3.82268606953,-3.82268606953,12.0,28.0,10.0,10.0,3.82530920309,-3.2237012005,7.04901040359,29.0,13.0
10450,3319,26,5,23,10,0.0,0,2.327,0,1,14.0,3.0,17,3.0,1,-1.14625241962,-15.6041780119,-5.91631527629,-3.66927604609,19.0,3.0,5.0,11.0,-0.239684943713,-1.4931000228,1.25341507909,21.0,18.0
10451,3319,10,10,19,5,0.0,0,2.9476,0,1,43.0,2.0,51,3.0,1,-3.66927604609,-3.66927604609,-25.3575672643,-15.6041780119,11.0,11.0,2.0,3.0,-2.37621319399,-5.95871962275,3.58250642876,16.0,4.0
10452,3319,23,23,24,24,0.0,0,3.0217,0,2,23.0,2.0,26,2.0,0,-5.91631527629,-5.91631527629,-3.31589969241,-3.31589969241,5.0,5.0,12.0,12.0,-5.60417527961,-3.11250054583,-2.49167473378,6.0,14.0
10453,3319,11,10,23,23,0.0,0,0.84864,0,1,15.0,3.0,23,2.0,1,3.05992084852,-3.66927604609,-5.91631527629,-5.91631527629,28.0,11.0,5.0,5.0,4.58298979414,-5.60417527961,10.1871650738,31.0,6.0
10454,3319,1,0,3,0,0.0,0,0.85524,0,1,1.0,1.0,4,1.0,1,31.9420329,,6.24678516617,,39.0,,35.0,,31.9420329,6.24678516617,25.6952477338,39.0,35.0
10455,3319,22,0,10,10,0.0,0,2.8241,0,2,38.0,1.0,43,2.0,0,-4.45782496043,,-3.66927604609,-3.66927604609,8.0,,11.0,11.0,-4.45782496043,-2.37621319399,-2.08161176644,8.0,16.0
10456,3319,11,13,26,0,0.0,0,1.334,0,1,8.0,3.0,13,1.0,1,3.05992084852,0.993298753693,-1.14625241962,,28.0,23.0,19.0,,6.84789848091,-1.14625241962,7.99415090053,36.0,19.0
10457,3319,12,15,11,0,0.0,0,3.755,0,2,35.0,3.0,41,1.0,0,0.757570670608,-4.34378073344,3.05992084852,,22.0,9.0,28.0,,1.45597963571,3.05992084852,-1.60394121281,24.0,28.0
10458,3319,6,6,12,0,0.0,0,1.2053,0,2,31.0,2.0,39,1.0,0,-3.82268606953,-3.82268606953,0.757570670608,,10.0,10.0,22.0,,-3.2237012005,0.757570670608,-3.98127187111,13.0,22.0
10459,3319,3,0,26,26,0.0,0,1.2362,0,1,4.0,1.0,12,2.0,1,6.24678516617,,-1.14625241962,-1.14625241962,35.0,,19.0,19.0,6.24678516617,1.64956549776,4.59721966841,35.0,26.0
10460,3319,10,10,19,5,0.0,0,1.5093,0,1,43.0,2.0,51,3.0,1,-3.66927604609,-3.66927604609,-25.3575672643,-15.6041780119,11.0,11.0,2.0,3.0,-2.37621319399,-5.95871962275,3.58250642876,16.0,4.0
10461,3319,12,13,13,0,0.0,0,1.3932,0,1,19.0,3.0,27,1.0,1,0.757570670608,0.993298753693,0.993298753693,,22.0,23.0,23.0,,5.20321537245,0.993298753693,4.20991661876,33.0,23.0
10462,3319,12,0,10,10,0.0,0,5.4428,0,1,39.0,1.0,43,2.0,1,0.757570670608,,-3.66927604609,-3.66927604609,22.0,,11.0,11.0,0.757570670608,-2.37621319399,3.1337838646,22.0,16.0
10463,3319,12,13,24,24,0.0,0,1.2419,0,1,19.0,3.0,26,2.0,1,0.757570670608,0.993298753693,-3.31589969241,-3.31589969241,22.0,23.0,12.0,12.0,5.20321537245,-3.11250054583,8.31571591828,33.0,14.0
10464,3319,12,15,11,0,0.0,0,1.1899,0,2,35.0,3.0,41,1.0,0,0.757570670608,-4.34378073344,3.05992084852,,22.0,9.0,28.0,,1.45597963571,3.05992084852,-1.60394121281,24.0,28.0
10465,3319,26,26,23,10,0.0,0,1.1873,0,1,12.0,2.0,17,3.0,1,-1.14625241962,-1.14625241962,-5.91631527629,-3.66927604609,19.0,19.0,5.0,11.0,1.64956549776,-1.4931000228,3.14266552056,26.0,18.0
10466,3319,11,11,7,7,0.0,0,0.87192,0,1,40.0,2.0,48,2.0,1,3.05992084852,3.05992084852,-2.23652429052,-2.23652429052,28.0,28.0,17.0,17.0,19.6959799527,-0.614638088458,20.3106180412,38.0,20.0
10467,3319,11,11,7,7,0.0,0,0.80187,0,1,40.0,2.0,48,2.0,1,3.05992084852,3.05992084852,-2.23652429052,-2.23652429052,28.0,28.0,17.0,17.0,19.6959799527,-0.614638088458,20.3106180412,38.0,20.0
10468,3319,3,0,5,25,0.0,0,1.8392,0,1,4.0,1.0,10,3.0,1,6.24678516617,,-15.6041780119,2.11298395592,35.0,,3.0,27.0,6.24678516617,4.45620962527,1.7905755409,35.0,30.0
10469,3319,13,0,12,15,0.0,0,3.7553,0,2,27.0,1.0,35,3.0,0,0.993298753693,,0.757570670608,-4.34378073344,23.0,,22.0,9.0,0.993298753693,1.45597963571,-0.462680882017,23.0,24.0
10470,3319,10,10,7,7,0.0,0,1.3115,0,1,43.0,2.0,48,2.0,1,-3.66927604609,-3.66927604609,-2.23652429052,-2.23652429052,11.0,11.0,17.0,17.0,-2.37621319399,-0.614638088458,-1.76157510553,16.0,20.0
10471,3319,23,23,13,0,0.0,0,0.8833,0,2,23.0,2.0,27,1.0,0,-5.91631527629,-5.91631527629,0.993298753693,,5.0,5.0,23.0,,-5.60417527961,0.993298753693,-6.5974740333,6.0,23.0
10472,3319,11,0,7,0,0.0,0,7.9871,0,1,41.0,1.0,49,1.0,1,3.05992084852,,-2.23652429052,,28.0,,17.0,,3.05992084852,-2.23652429052,5.29644513904,28.0,17.0
10473,3319,26,26,22,26,0.0,0,1.7361,0,1,12.0,2.0,16,3.0,1,-1.14625241962,-1.14625241962,-4.45782496043,-1.14625241962,19.0,19.0,8.0,19.0,1.64956549776,1.60336003256,0.0462054652,26.0,25.0
10474,3319,22,0,11,0,0.0,0,0.80559,0,2,38.0,1.0,41,1.0,0,-4.45782496043,,3.05992084852,,8.0,,28.0,,-4.45782496043,3.05992084852,-7.51774580895,8.0,28.0
10475,3319,13,13,23,0,0.0,0,0.82311,0,1,18.0,2.0,24,1.0,1,0.993298753693,0.993298753693,-5.91631527629,,23.0,23.0,5.0,,4.65926720927,-5.91631527629,10.5755824856,32.0,5.0
10476,3319,24,24,15,0,0.0,0,0.74585,0,1,26.0,2.0,37,1.0,1,-3.31589969241,-3.31589969241,-4.34378073344,,12.0,12.0,9.0,,-3.11250054583,-4.34378073344,1.23128018761,14.0,9.0
10477,3319,7,7,19,0,0.0,0,0.92783,0,1,48.0,2.0,55,1.0,1,-2.23652429052,-2.23652429052,-25.3575672643,,17.0,17.0,2.0,,-0.614638088458,-25.3575672643,24.7429291758,20.0,2.0
10478,3319,26,26,11,10,0.0,0,1.6313,0,2,12.0,2.0,15,3.0,0,-1.14625241962,-1.14625241962,3.05992084852,-3.66927604609,19.0,19.0,28.0,11.0,1.64956549776,4.58298979414,-2.93342429638,26.0,31.0
10479,3319,10,0,19,0,0.0,0,1.9413,0,1,44.0,1.0,55,1.0,1,-3.66927604609,,-25.3575672643,,11.0,,2.0,,-3.66927604609,-25.3575672643,21.6882912182,11.0,2.0
10480,3319,26,26,11,10,0.0,0,1.3526,0,2,12.0,2.0,15,3.0,0,-1.14625241962,-1.14625241962,3.05992084852,-3.66927604609,19.0,19.0,28.0,11.0,1.64956549776,4.58298979414,-2.93342429638,26.0,31.0
10481,3319,22,0,11,0,0.0,0,2.5936,0,2,38.0,1.0,41,1.0,0,-4.45782496043,,3.05992084852,,8.0,,28.0,,-4.45782496043,3.05992084852,-7.51774580895,8.0,28.0
10482,3319,24,0,19,5,0.0,0,3.5739,0,1,46.0,1.0,51,3.0,1,-3.31589969241,,-25.3575672643,-15.6041780119,12.0,,2.0,3.0,-3.31589969241,-5.95871962275,2.64281993034,12.0,4.0
10483,3319,10,10,19,5,0.0,0,1.0664,0,1,43.0,2.0,51,3.0,1,-3.66927604609,-3.66927604609,-25.3575672643,-15.6041780119,11.0,11.0,2.0,3.0,-2.37621319399,-5.95871962275,3.58250642876,16.0,4.0
10484,3319,13,0,15,0,0.0,0,0.91798,0,1,27.0,1.0,37,1.0,1,0.993298753693,,-4.34378073344,,23.0,,9.0,,0.993298753693,-4.34378073344,5.33707948713,23.0,9.0
10485,3319,23,23,13,0,0.0,0,0.76404,0,2,23.0,2.0,27,1.0,0,-5.91631527629,-5.91631527629,0.993298753693,,5.0,5.0,23.0,,-5.60417527961,0.993298753693,-6.5974740333,6.0,23.0
10486,3319,13,0,15,0,0.0,0,0.79289,0,1,27.0,1.0,37,1.0,1,0.993298753693,,-4.34378073344,,23.0,,9.0,,0.993298753693,-4.34378073344,5.33707948713,23.0,9.0
10487,3319,11,13,26,0,0.0,0,1.1318,0,1,8.0,3.0,13,1.0,1,3.05992084852,0.993298753693,-1.14625241962,,28.0,23.0,19.0,,6.84789848091,-1.14625241962,7.99415090053,36.0,19.0
10488,3319,1,0,16,0,0.0,0,1.1053,0,1,1.0,1.0,7,1.0,1,31.9420329,,-2.66026215916,,39.0,,15.0,,31.9420329,-2.66026215916,34.6022950592,39.0,15.0
10489,3319,1,0,25,0,0.0,0,1.594,0,1,1.0,1.0,6,1.0,1,31.9420329,,2.11298395592,,39.0,,27.0,,31.9420329,2.11298395592,29.8290489441,39.0,27.0
10490,3319,13,13,24,11,0.0,0,2.2269,0,1,18.0,2.0,25,3.0,1,0.993298753693,0.993298753693,-3.31589969241,3.05992084852,23.0,23.0,12.0,28.0,4.65926720927,3.82530920309,0.83395800618,32.0,29.0
10491,3319,6,6,12,0,0.0,0,1.5888,0,2,31.0,2.0,39,1.0,0,-3.82268606953,-3.82268606953,0.757570670608,,10.0,10.0,22.0,,-3.2237012005,0.757570670608,-3.98127187111,13.0,22.0
10492,3319,26,5,23,10,0.0,0,5.3933,0,2,14.0,3.0,17,3.0,0,-1.14625241962,-15.6041780119,-5.91631527629,-3.66927604609,19.0,3.0,5.0,11.0,-0.239684943713,-1.4931000228,1.25341507909,21.0,18.0
10493,3319,25,0,26,0,0.0,0,1.131,0,1,6.0,1.0,13,1.0,1,2.11298395592,,-1.14625241962,,27.0,,19.0,,2.11298395592,-1.14625241962,3.25923637554,27.0,19.0
10494,3319,16,0,26,5,0.0,0,3.3462,0,2,7.0,1.0,14,3.0,0,-2.66026215916,,-1.14625241962,-15.6041780119,15.0,,19.0,3.0,-2.66026215916,-0.239684943713,-2.42057721545,15.0,21.0
10495,3319,13,13,24,24,0.0,0,0.93005,0,1,18.0,2.0,26,2.0,1,0.993298753693,0.993298753693,-3.31589969241,-3.31589969241,23.0,23.0,12.0,12.0,4.65926720927,-3.11250054583,7.7717677551,32.0,14.0
